id,lat,lon,rate
0xJnnx_oYYZb9pBmzzGIlg,33.640307,-111.861996,0.0
jOSnxb3RdIGJjc66ZUPrAQ,33.592624,-112.371176,2.25
z6vO1HR8L2iW4avr610XKw,33.494295,-111.924219,2.1868386243386246
iNvY0zAlaD_ye7Z6rHu-Ug,33.495084,-111.999963,2.5040396995505354
XGK7mKZJQtJa77Izhx6xyQ,33.669826,-112.239255,0.0
-UHDEY88hqUtrTPWfQ5CgQ,33.38463,-111.925863,1.0
XZZBFKfxi_I8RFla028zmw,33.670381,-111.90617,0.0
NKSA0em3dHSGTyo6Eu-Waw,33.6386895,-112.183988,2.7052154195011338
FUKRPXgUx9Gm8xo4c9VosQ,33.3494889,-111.9496793,1.7142857142857144
t-0I_HBqj1B1IriLab508Q,33.3791738,-111.7571117,2.1650312650312653
4YiayKmzqRao1UNb8Xh0Bw,33.399883,-111.68413,2.6666666666666665
Rg4dHuszzF0Mb4yqtoHSiA,33.377437,-111.634661,2.6015151515151516
HJ2UKRIexq3wKFDbcQ1LCw,33.6361762,-111.8891859,0.0
MMMHmbfq3nxUQREU4hKOKg,33.381179,-111.922751,2.0
zCHIbc_PhZqLdkcKFWSlmw,33.5051343,-112.0477166,0.0
jfzBB5Z7VTsABFT4saJ8tw,33.6211782,-111.8976987,2.5
BAKRDK_sZk-B06jKWz9hVg,33.2853079,-111.841322,0.0
DTFy9-NuZBjBEd9Zcoo94g,33.3736289,-112.0708546,1.9
B54ozdLlH5ozkwnweskhYg,33.2618154,-111.8605436,2.6041666666666665
x9XX-dcVZfpU_J5UWuWzeg,33.567221,-112.115581,2.25
kK4AzZ0YWI-U2G-paAL7Fg,33.5381023,-111.9085317,2.4458479532163744
Z9GH9bo8SHKx3oOokhHLyw,33.4586159,-112.0686873,0.0
tkO9kZU9XTwCTaCO6_jPXA,33.5539572,-112.1169812,0.0
TuuENwzxOFdDLY_oKCbFZw,33.2125748081159,-111.67526753516,2.7637092132244487
dzSPa5kkpQIRjMOHvDUF_Q,33.7129653,-112.1117309,2.0
uPGeM_erzusd2oRc6rZvyg,33.5219126,-111.9000474,2.1
nvaAUTTl7oqiJDhuimNG6A,33.384398,-111.858873,2.738800705467372
urKnXsjRhTaNsqkRGcSx1g,33.52479,-112.064421,2.372161172161172
jYXgsMgpoGm1ZrHYT0CM0w,33.4222436,-111.9349687,2.111111111111111
F-tEoepb3ECMHA9dkBtmdg,33.3928693,-111.9388891,2.25
MhkZLdUFaHt5SDcQcqOWQg,33.638937,-112.3553813,2.277730113024231
mNkeCEBLdij7wYqT7DE4ag,33.4788092,-112.253741,2.0
8-OxtKNGZAy9UBiSnNcubw,33.3782496,-111.9302169,1.8785714285714286
ULDKKycIal3x589V-yEfmg,33.3931315,-111.876124,0.0
Cz0McL5lUaihqOIw0_Yo7w,33.639241,-111.881719,1.3958791208791208
M0Pch3_-Gvj45RN1U4I35Q,33.5847015,-111.9257372,2.414814814814815
Pfb6VOIiroqDWOebfgWGPQ,33.5229858,-112.0476585,2.4345604882446987
gVag_jYdqq3RkIDSvrX2lA,33.4280294,-111.8936083,0.0
wjnqiWyMtZ7G_267lkwOng,33.81574,-111.78416,2.2869047619047618
mW9vk3MvfKhUNLm1-DrR_Q,33.617734,-112.235972,0.0
CqDw9GGerdbcoBUP5RVmtg,33.3368442,-111.8188219,0.0
c_Hgu6zirKI2l71TAhrTRQ,33.5029968,-111.9266886,1.75
vF4d_jh3shJx8jU39AZdqg,33.307114,-111.8417963,2.6
7IlOc6v_wHXLm5GFPGF0Fg,33.4090027,-111.7884199,0.0
7PS_ozDjv5NnpdZGcOsDvQ,33.3659439,-111.8587464,2.611111111111111
B4xn_NKWY14lAdYwCC8_jQ,33.2937998,-111.7218861,1.0
b_i5IvnPAv8Supc3p_e2Cw,33.6098767,-112.2506658,3.0
4dUzwOH_3A6BU1A6Vyj2Kw,33.406846,-111.907542,0.0
YpM4F0JFWX9OpaC4qSsr2w,33.5841629,-111.927447,0.0
Jje3kP5CNasYDSpH0NPRGQ,33.465665,-112.340224,2.857142857142857
zp5k6funVelIOVuqdY0mDA,33.261388,-111.857235,2.4325396825396823
eJpr6Ks8pr4bmvDVPTN-Xg,33.5690606322968,-111.890093032168,2.311813186813187
v0ozmsV131z3de5p_-w3iQ,33.510164,-111.911516,0.0
8zF3m-KbRssbJrgv6sJnMg,33.493947,-111.922301,2.5
o2e_M8SqL6IJ9_Ih0yQkMA,33.4072397,-111.9272628,0.0
aWbvOOOhlRIVXBansfLdEQ,33.317906,-111.964138,0.0
tSsf701lPVTw9MRzmDp-FQ,33.289903,-111.773272,0.0
gBexinoctpKpwhyxAMZ_wA,33.480276,-112.2208861,0.0
JyI-Gm_iSeBwv3kXPLRAlQ,33.6550454,-112.029826,0.0
mSbFLlDB5Qu-6al1e2DSBw,33.466199,-111.919834,2.5171861471861474
UIGFrEcoDsw05I1UOrxdOA,33.306501,-111.875221,2.3082417582417585
Nu0_tUBN6R9Oc-YsLVFNJg,33.3046171,-111.9019189,2.2293040293040294
oJ-ZYuqe6vZsTa4EADuC-w,33.362778,-112.168611,0.0
r3r_bAfa6pZKIhQB82FizQ,33.455863,-112.072167,2.42371632996633
MzMu6VKY_PTsoaOHD8OFLQ,33.639493,-112.057685,0.0
y8a480EiwWikqlR1inkGxg,33.3792532,-111.9285013,2.0
WS_QVRBLmQ8g8LTb99pB1A,33.365327,-111.860206,2.75
HuJ4lmlWFNAhIb3wETG3ng,33.365739,-111.635219,0.0
38t_y3BWZOkuGX-KDsLu4w,33.3949852,-111.8417698,0.0
qPFeVWE6EgoPWEVZCU0hPg,33.639431,-112.177138,1.5
V3P4YnU1x9OttGfY-VfmOA,33.4130961,-111.9262735,2.4
897iwFP_UrzB_om1uQhjxA,33.5007817,-112.0302118,0.0
QoFRAwMpoaMBlfg7ygh7rA,33.5383846,-112.0977658,2.0
PsKAMRgeydy54ytW8xWKCw,33.465357,-112.35646,2.5154411764705884
6JNpwjapFq_frnG8-2fIdg,33.4655786,-111.9331774,0.0
4Pf9DQBcR23A6Lg2pDsrBQ,33.4330977549259,-111.871215105057,1.9533333333333331
CFuzIBaREsa0nunnI_FFYg,33.5529166,-112.1871122,0.0
CMI3SF1-YwAEfUXYkKS53Q,33.5818251,-112.1250101,3.0
T-FM14EE1tt-94eONQEaVA,33.480782,-111.993301,0.0
1ojDBw2DJEDu14cZxnR_JQ,33.393595,-111.871082,1.75
7_5GFMB58_Os2OPsNM_REA,33.4761359,-112.07469,0.0
qw8tzQGrA0lGgDBsMHAr9w,33.638626,-112.217296,2.258126293995859
OrF48GFHheuCie9cMYkldA,33.509135,-112.0867893,1.5
-p9-E-KTtQRJM0nV9rx6pQ,33.321993,-111.7555067,2.0
BVtHYiNpte5Ldk1gMO0fEg,33.3852846,-111.964558,0.0
LvnOdw1DGb8A9SP5jBhcJQ,33.5817862,-112.2020606,2.0
it7e85D0cwN2W2M1BVKHUA,33.4804872,-112.0182413,0.0
45Vj6a0LX4B2a7loTJyb4g,33.727274,-111.851714,2.6
t0DG-C2NiuGrqGyQu6zSKg,33.715184,-112.114298,0.0
usw2nJCrqlJpaTiJVwoH0A,33.6786488,-111.9793403,2.5
R6GR8szQ8H5alZ9CNLmJyA,33.421874,-111.849501,0.0
ll-z6OsHZnIYZqUJXC4Yug,33.380284,-111.722485,2.3333333333333335
eIxSLxzIlfExI6vgAbn2JA,33.3947699,-111.9088938,2.4479708372123232
X808hns8g_V_M4GTYsTbsQ,33.621923,-111.926811,0.0
9DsXB8T3UwBYiLPiLJJuNQ,33.581864,-111.92405,3.0454545454545454
RShrvt5oIS40FrcX6bCHSg,33.602592,-111.716108,2.1750000000000003
Sde-58l921OrSPc8CvCaQA,33.6624675,-112.18689,0.0
0b-zTb8lUrUAOTyGLuZ2KA,33.6815146576127,-112.099642753601,0.0
eVdqpsCymmHtna_lqnTkiw,33.507557,-112.040116,3.0
VpW40mznMS43CqdbelX2wA,33.496175,-112.020561,2.106031746031746
IOcuV14K83744LSUS0hrAA,33.620288,-111.9783,2.1041666666666665
eEVTu_aFu5IxZT0JTvbFgg,33.6950537,-111.9222783,2.375
T4VsuYbgEqp1n_FghmFg2w,33.6703893,-112.0310149,2.3333333333333335
luhi-yXQH-7FwcyWCXctgg,33.5153489,-111.9262635,0.0
dIax4bliZgpa2vtbiDAYuQ,33.5,-112.17,1.3333333333333333
V4nM6U5C_xhfzWffciYfSw,33.2912857,-111.9697344,2.4
d4GSh1BalxvQCU7zLe6Lzw,33.640165,-112.395175,0.0
aBjgE5pLhtz4RGGR-IWpGA,33.3918914794922,-111.909072875977,0.0
wJRFXd7auVKe6fpQqwmqyQ,33.678615,-111.9746066,2.6875
oY71G_AaKlF4Il-gt4L2OQ,33.3742118,-111.9193401,2.2326262626262627
jYsa5qLFZxhVtwDHZMW-SA,33.454997,-112.066857,0.0
-XlBQrxN_ZB3MZKxLBeAjA,33.5533145,-112.1107845,0.0
yMbHZ9Sok3wAtPy-ShSQHA,33.5803697,-112.2706247,0.0
T35GMi7R4XtJ84W0Y_nDAg,33.581511,-111.879218,2.1539502164502164
4ic-c1LquBiT0IuvKXuEyw,33.4914417268173,-111.926420331001,2.1416666666666666
2unQHR9uaRxk3dsW6f3MGA,33.4552907,-111.9878697,2.203174603174603
ksJwN1vUlxHr3w0eVh9BnA,33.304741,-111.996023,2.6
wuYbkc2hMYli2dv6nONvKw,33.5990432,-111.9812072,2.083333333333333
bxuKrGz1C4kXm_kjILdfAA,33.392263,-111.718076,2.664761904761905
WKYxgFjw3CatL9ZWFqH5Hw,33.6402364,-111.9746009,0.0
G65nMj0tqKKcfbSaydpnfQ,33.4941704,-111.9260519,0.0
yfSr1wYjlJ6WRk9AKX4oxA,33.3411959,-111.966986,0.0
edP6Wzpvewfk5PR_nywXdg,33.289903,-111.773272,2.2857142857142856
Y2Lfzulh_D9nNcuH49UT4w,33.582555,-111.930192,2.6031746031746033
HvI6AKu7zhTdQvOorrYVhQ,33.3013481,-111.7435897,0.0
U-tiHSh0P38H-6-yDUHrZA,33.435436,-111.9273079,1.8508771929824561
x2rDXUQhxkUE0DUQ_bFFNg,33.510164,-111.911516,3.0
qb1o61d_qrwEpxAm16dZCA,33.536729,-112.264529,3.0
OllL0G9Kh_k1lx-2vrFDXQ,33.501936,-112.082092,2.3755525176577805
EgjFg_apjNerroqYiokcag,33.581955,-111.83147,1.6666666666666667
WFqgUll7rgnI4zsjoKAjDQ,33.378288,-111.85948,2.6
tehdmMOAXe4roMGAEhJIqw,33.4961,-111.929344,0.0
seg5LOqFqUXKqJz-thKIKA,33.280892,-111.793222,0.0
yWk97XkX4yLVmhE-ahtjSw,33.3260297,-111.8747445,0.0
Fo424KetiOnQp0DVJooYMw,33.547495,-111.92358,2.5
BF0XhsT8mEv6gpxru_8Syg,33.6378053,-112.1528218,0.0
_NWot0cb2Ug3-IzXQY2THw,33.4654569,-111.9112283,0.0
qeqrsjWXc15KmlK5Z8580Q,33.5986387,-111.985214,0.0
Iu8jmmDFcDSf5PCdor1dvg,33.5767333,-112.1251993,2.0
ilJiRYZgxjrEu2iexKu-pQ,33.4977299,-111.9263351,2.563118131868132
9pYBiLe3k5Gi-AJqRklXcQ,33.4754163,-112.0478488,2.0
sTVJFC_4R8aZv5Emge6ucw,33.8491045864601,-112.82675743103,0.0
5gPeTFJjg7OmMgHu43bgaQ,33.662248,-112.1883568,2.2
15JZ0ME6eOtShdLctzfR6w,33.3341503,-111.8592314,2.426644736842105
leg0kbfxBVksdt7qf5gXPg,33.5392574,-111.9207931,2.1714285714285717
dcv4ZNdur0Ag7jZvPOlcrQ,33.392609,-111.677616,3.5
_ql42UadWUh9SgU09_c2mQ,33.5671501,-111.925924,2.382857142857143
yFaf4-3_zEac5AUC84Vlcg,33.24282,-111.8413001,0.0
3ez4Qs56C_cC-l8x08l6Zw,33.498915,-111.928258,2.5058143245643247
06A3s7Ji-kJQbVxC6QbdNg,33.5836721,-112.1516571,0.0
OWain9KWY-rr_dbE-OYPlw,33.4382064,-112.5579174,2.45
lkMCuM5rVYaz29zgJBb_fw,33.4514058,-111.763916,0.0
e8FMAuTswDueAlLsNyLhcA,33.4942423,-111.9264472,2.51910064645693
ZDgSKEZ_xY6pIu0gIsa26A,33.5669912,-111.8985922,2.25
FFHzFdyWgM-OdMghuXMPEQ,33.4154709,-111.833114,2.8888888888888893
Y3a3RkR97J_ReiKgiMXeJg,33.594818,-112.065439,2.21875
Bl5tTS0Tie3dWA2hWn53Jw,33.6100381,-112.2387584,0.0
bZkRR9-BnwE-sb1ql7WPJg,33.380583,-111.7538379,2.4
N2T_ToBx97ZSo3iW3r9xWA,33.4032259,-111.989234,0.0
3uKMWenB5ApgXHx6C3Aaug,33.5514706,-112.2597702,2.0
74hGYtpaERi2FYKo5bP99Q,33.3928751,-111.937591,1.5
gJTxExxjYywlgOPeoYxfKw,33.4727712,-111.926459,0.0
mKtHJOe1rtf-zGewKpAqrw,33.3777487,-112.0742698,2.2777777777777777
4xhRzeO08GXfHv94ZengJw,33.5385525,-111.8783431,0.0
1PM40DbmTVCNgENzZfs1kg,33.4393455,-112.5564814,2.1666666666666665
BESmH-lmMm34_EefL8X9fQ,33.4292429,-112.0737828,2.1035209235209233
ubYzyCbtpuEiZxd0q7DivQ,33.609937,-112.031987,0.0
hP_TLIk8xToWxsYKCl9w1w,33.494872,-112.0841901,3.2
fsQFHGMbqWf7MT6KYMuJxQ,33.320241,-111.982787,0.0
r8CwFUEQtL8gAT9KHnNhuw,33.496155,-112.021248,2.714560931899642
BXaCH0JiDAqOFrc4-6wKJg,33.414792,-111.840751,0.0
Vu8od1U-h5qqwj3Jf_Hnzg,33.5092848,-112.0371249,1.0416666666666667
iWlaj4R-2BTsWR7PwL90BQ,33.609619,-112.123848,1.9460317460317462
386VJataUtyocjP-RzFnNA,33.4151843,-111.8314724,2.2
UxxPsF0oxTOideIpuppK8A,33.3827946871317,-111.59992451526,0.0
zwHM6hz8swKIG-4-BSKMPA,33.5998438,-111.9862419,2.9555555555555557
fiakOloknJZNUDD-yly-Ew,33.4515104,-111.8044969,2.25
uzETXY35sIROqx6nnGuq-A,33.421681,-111.877138,2.071428571428571
f6758KqcaSUKSjbjXKlniA,33.4483771,-112.0740373,3.0
4dAvlk4JufJKX3bYB6YLCQ,33.6547573,-112.3745285,0.0
eLuYqifC7S9Ce2j3MxqdNg,33.2486638,-111.6342993,0.0
E0Gi93pSbrJVnQcV8JE8RQ,33.494238,-111.977849,0.0
RsIxFD0SKNQUAl3C4easrg,33.3650631,-111.7495419,0.0
4jf5PMaxpcgA_fhirn5GgA,33.3680425,-111.7561849,1.2708333333333333
w8GkMhkffGBW1DBzihMLcA,33.538622,-111.870743,0.0
7SoGPn8dvce7A1aHdBOGLA,33.480845,-112.011292,2.3396825396825394
LzreyGNkVTYw4JFuSxWstA,33.3205562,-111.8581712,2.1538461538461537
0LCqaCnEGesFEhpa6qNauQ,33.6005624,-111.7163108,2.326388888888889
toDZ6L_a_0lWU9O1JtQRGg,33.6702783,-112.2017491,0.0
HRjDpeJOL02ZqwrYgtHV_A,33.640066,-112.0974936,0.0
yJr24Yy1K6bt2G9fX3_zPA,33.5092093,-111.9885861,2.407959292169818
waOHPeROjKPz-KXqlSsoWA,33.5645629,-111.9154217,2.347883597883598
uYQo0oDXI5NEoMJNWXnx8Q,33.0729619,-112.045586,0.0
seMhyOy1AHHE1_ZLm2R_BQ,33.479625,-111.926638,1.6
UkaVmU1Mo_jMz9-SE1i_Hg,33.497615,-111.927405,2.783333333333333
guD6--j7BIeqcFW_IUFbgw,33.493726,-111.930207,2.0
XHjpd-DM7-5paAurBTlTJw,33.5820328,-112.1675807,0.0
j_KoJeo4mEyayKsyAsY7xg,33.5025941,-111.9296765,0.0
2eedL3hDviwReK0w1NkRIw,33.568103,-112.203388,0.0
0qUesn1TBPpPjW20h5Lqfg,33.637161,-112.19974,2.4602272727272725
uL_kqSm8ZqJ_3U88uwA8tw,33.5098717,-112.0124729,2.359848484848485
ssSeK9MYRCUjoabppekwoA,33.449711,-112.074211,2.118730158730159
bEQjf7c-9qkNWgXvriSGZw,33.304845,-111.951499,2.375
VZ3E8MI5m_jsvZuFn8Yv8w,33.3000276,-111.8761859,2.7
tDbXsDOecrv46J7YR2-FNw,33.676247,-111.971841,2.75
vTDJ_ZbxUw1MUOPPG9esOw,33.447654,-111.997989,2.0
kFI4WerlY9xKN_WFLB1wlQ,33.457007,-112.089863,0.0
dntzrCrZMSb-330RE9LgAg,33.496175,-112.020561,0.0
pLIEBQRP9hDG9T2OWDX04w,33.48727,-111.92614,0.0
-dz2h55a0SdnBJEXQm9CAQ,33.321564,-111.804857,2.5714285714285716
jRfdz5voj40P6WS9L54caw,33.499504,-111.927891,2.5010355469682257
W7UtoDde1ekOmsEeMl8XCw,33.6396118,-112.1374083,2.1875
_cBpwhLLV3_V34HhYV_W7g,33.6401986,-112.0703864,2.6
R13Yzsye39_1StxO0X1Flg,33.6962917,-112.2550702,0.0
vE0-p6JOWQAzp3TAO2Ef6w,33.4874652,-112.0650828,2.2222222222222223
yzYSY-yFyS64uL4lTnUysQ,33.4656456,-112.081953,0.0
vf2yCONx3HYVOyJ0ftnv5Q,33.327247,-111.841091,0.0
5W-E4Mj4eO5xfkZJ6zn2Cg,33.608959,-112.036675,0.0
3wLLf8wRqD1ZQowi9aZSoA,33.5557353,-111.8988152,2.4166666666666665
teL2fc-Syit_0x89H4fCkQ,33.587728,-111.837035,3.0
vP61sXEXF4SssXR5zIhrGA,33.4515072,-111.8047382,0.0
X7FAAKkwOwaUUpR8QPChyw,33.304331,-112.054775,2.1454493087557602
won3i4Cpc4M8YnbWBHHUqw,33.6250949,-111.9254919,2.9583333333333335
RPxlw8cw2Xykv8YzK5sfCQ,33.3055296,-111.8749144,0.0
gQ7CxQUJBHbxBMXloHzZSw,33.5779351,-112.1186887,0.0
AqdFUHo_is8NfBh_n7tlHg,33.2475,-111.87918,2.5
taSsiZAGZSz2gRg7_M4XDw,33.3345386,-111.9229365,1.75
V3lQtk1LgwAEcF9j-BzchA,33.6404484,-112.0677151,1.5416666666666665
n0OIZOmu5rOWSJ0-l4b6mw,33.5824603,-111.6787751,2.05
hLRoMJv9KSoBLJILh2TwOg,33.638079,-112.291474,0.0
jMqcipWlVtodzRFM3snKcg,33.34921,-111.9564156,0.0
KW5vG4PH2LKLMGdp6pt3dg,33.2723652,-111.9789705,1.4
dAJC97pUsxa1SucwFQE07A,33.678615,-111.9746066,1.8447802197802199
1y2ogttb_TL16XZtwMpJVg,33.67114,-111.907275,0.0
GoEHXcq_nY4jZOx3Ay5gxw,33.3612015,-111.8764431,2.4
MWoM_zf75KD0VcOm8Yb58A,33.3202274,-111.8933909,2.4084920634920635
KVq-1WEJNKK2NqFC7nUoRg,33.4656392,-112.096232,2.107142857142857
_eCrBSIXbGEW62ynS2_0lA,33.654355,-112.099227,0.0
6oRAC4uyJCsJl1X0WZpVSA,33.414345,-111.913031,2.4489001221286193
Hb_kAhX6oT8Lc0xCtibT9w,33.38039,-111.876204,0.0
b4hI0x_vgagZyF_D-OqCLA,33.3497229,-111.8576517,0.0
HAMKYsgtJ6fEBUZzTMhZwA,33.6111073,-112.1110185,1.4095238095238096
t4aP7ksa716XY6S4EsWFqw,33.4951793,-112.0050934,2.423793859649123
yIRwXAtC3zLGy0_FaBecpQ,33.6249115,-111.9254982,1.6521428571428571
Z7XN0NQH-5uERDzWt7UY6w,33.486807,-112.077012,0.0
nPgN4EXdcfdCGGlyHScc_g,33.407717,-111.950803,2.2666666666666666
AysJalmBcLa5zlNDByb3Ww,33.5669912,-111.8985922,0.0
uE3ZCR5fvJK4AK99-VqkSA,33.476988,-111.940944,0.0
1n1fnITYvF-539rAL6nhTQ,33.628253,-111.8551127,2.65
HTPTPTqj5kL7_s7yzAbOag,33.6401421,-112.1745837,0.0
rV3lt01Gv1g5dkyNIWpaOw,33.4151843,-111.8314724,0.0
BL3SqCfSJuDTNDR9_b9NdQ,33.423414,-111.940495,2.176190476190476
cOcVUkT1nYdbliO8Vx5iaA,33.8547357595707,-112.270660400391,0.0
CAhyiTcoGeAqaP018FX0cQ,33.5538282,-112.0980631,2.6666666666666665
YX844QzsEwTzJzIxQgR7Ow,33.2976776,-111.9968176,2.5
Zu93JuSKbponnD3Mx5zpEg,33.4252092,-111.9398439,2.244676131322094
MDt3zRlPLA0uifPKSA-rnA,33.495295,-112.084462,2.1185185185185182
RJG7vC0ldZgXhGkYLMuYzQ,33.6556844,-111.9300279,1.8409090909090908
lut0g04VsYRyblR1Ad-8HA,33.7129797,-112.1117351,2.3343434343434346
MSnAOSajkFXLojJWgRjMCg,33.5665645,-112.0567188,3.0
JUlwoai_WikznIEQ7XCENA,33.386503,-112.100492,0.0
VOegk0dF7eXP1znjBFg5fw,33.4150154,-111.8058402,0.0
uJyJlmbvIgF8pUWP4TfRgQ,33.5102906,-112.0385046,1.6666666666666667
TXOC9oDwBA9tI3vNBlkFbw,33.5560778,-111.8986846,0.0
0COaKgRuDzBisc2AxcLzMA,33.4658582,-111.9133738,2.0
W8NDVOVTp5isokY-RbG53Q,33.6992243,-111.9229794,0.0
xPbUPBWS6k31qgUfUODmnw,33.5020328,-111.925134,2.6904761904761907
L19_1cG2ALVjdBQ456h26A,33.4940659,-112.074398,2.111111111111111
-d1I0dwtCg1IIjnI3DZ38Q,33.4088426,-112.0471014,0.0
UDmbxiR9n1FKhHevNdOqCQ,33.601973,-111.88792,0.0
OkRzw22eDg45do8i-1jHow,33.5092833,-112.0372177,2.4165032679738565
ZBODwI9zhbQcNFsBPeLLjA,33.383883,-111.812246,2.8
RHYJho19op3wdNfJOFUR0A,33.6711309765849,-112.028167247772,2.125
aK8BF1xuYZVzUgi3qAn3Ug,33.6382509,-112.383586,0.0
9dZ1Ql35BMbqoO4yebgxdQ,33.365059,-111.755433,0.0
VBKa5uOmDBzfyWy-SsoaKw,33.64106,-112.025158,0.0
mH-OXF1ilnaPC2kry9Ox1g,33.2915794964691,-111.752586364746,0.0
xCryT3Vzk_RLIkhiuUJwjQ,33.6710331,-111.9067803,2.2026094276094277
